Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163212.372909
ThreadStarted;1693163212.373526
WorkerResourceThreadStarted;1693163212.373526
DeviceConnected;1693163212.700475
Filename;0_2023_08_27_19_06_53_RKoGYIMs0_k189lRAAAr.json
ProcessReady;1693163212.755382
FirstDataSent;1693163212.90159
FirstResponseReceived;1693163212.955447
TheadStopped;1693163223.395069
